Paket_id,Vikt,Förtjänst,Deadline
7083808825,6.5,6,0
7083808826,3.1,6,0
7083808827,5.9,5,0
7083808828,6.8,7,-1
7083808829,4.5,3,1
7083808830,6.0,7,1
7083808831,5.8,1,3
7083808832,2.4,4,0
7083808833,1.9,9,3
7083808834,5.7,5,0
7083808835,7.3,2,4
7083808836,6.8,7,-1
7083808837,11.1,10,1
7083808838,3.9,5,2
7083808839,8.4,5,0
7083808840,8.0,8,-1
7083808841,6.2,7,-2
7083808842,9.7,1,-2
7083808843,6.3,6,2
7083808844,5.6,5,3
7083808845,4.5,6,2
7083808846,8.8,5,2
7083808847,5.8,8,0
7083808848,2.2,7,0
7083808849,4.5,3,2
7083808850,6.3,4,2
7083808851,2.9,8,0
7083808852,3.8,4,1
7083808853,9.2,6,1
7083808854,6.6,6,-1
7083808855,9.7,3,2
7083808856,6.2,1,1
7083808857,5.5,4,-1
7083808858,3.4,9,1
7083808859,9.4,8,2
7083808860,7.7,6,2
7083808861,8.9,3,3
7083808862,3.2,5,0
7083808863,8.4,8,-1
7083808864,5.3,7,0
7083808865,9.2,5,1
7083808866,8.1,5,1
7083808867,5.3,5,1
7083808868,6.5,4,1
7083808869,3.1,6,4
7083808870,5.8,4,1
7083808871,8.0,2,0
7083808872,6.5,7,3
7083808873,1.9,3,0
7083808874,6.5,2,3
7083808875,7.0,6,2
7083808876,10.5,4,4
7083808877,6.7,6,1
7083808878,8.8,3,3
7083808879,8.5,5,4
7083808880,4.8,8,0
7083808881,8.3,5,3
7083808882,4.8,6,0
7083808883,2.2,8,0
7083808884,1.4,6,1
7083808885,6.8,6,0
7083808886,6.3,5,2
7083808887,2.5,2,1
7083808888,5.3,5,1
7083808889,8.2,7,3
7083808890,7.6,4,3
7083808891,4.2,7,1
7083808892,6.7,2,2
7083808893,9.6,5,1
7083808894,3.8,8,0
7083808895,6.5,7,4
7083808896,7.9,6,3
7083808897,3.9,4,4
7083808898,3.9,4,0
7083808899,2.7,3,1
7083808900,5.9,3,2
7083808901,10.2,6,0
7083808902,3.7,5,2
7083808903,4.1,1,-1
7083808904,4.5,6,0
7083808905,4.0,7,2
7083808906,4.9,1,1
7083808907,3.6,6,3
7083808908,4.3,4,3
7083808909,3.4,4,3
7083808910,5.8,6,1
7083808911,3.3,6,1
7083808912,8.8,7,1
7083808913,9.3,3,1
7083808914,8.7,4,0
7083808915,3.0,5,1
7083808916,8.3,7,0
7083808917,2.4,3,3
7083808918,7.3,7,2
7083808919,4.2,4,2
7083808920,4.3,5,3
7083808921,7.0,4,1
7083808922,7.5,5,1
7083808923,8.3,6,2
7083808924,10.8,6,3
7083808925,6.8,1,0
7083808926,7.5,5,1
7083808927,4.5,4,3
7083808928,3.0,2,2
7083808929,9.4,5,0
7083808930,7.4,7,0
7083808931,2.4,4,0
7083808932,6.9,6,-1
7083808933,7.6,7,4
7083808934,9.4,7,3
7083808935,5.0,4,3
7083808936,5.5,1,0
7083808937,8.0,1,2
7083808938,5.4,8,1
7083808939,7.0,7,-1
7083808940,7.2,3,1
7083808941,4.8,4,2
7083808942,5.2,2,2
7083808943,5.8,5,3
7083808944,11.0,2,-1
7083808945,3.8,1,2
7083808946,9.2,7,-1
7083808947,4.8,7,2
7083808948,3.6,5,1
7083808949,2.4,7,2
7083808950,5.5,3,0
7083808951,5.5,3,0
7083808952,3.6,5,0
7083808953,11.2,7,4
7083808954,9.1,3,0
7083808955,4.6,1,1
7083808956,8.3,8,0
7083808957,8.2,3,1
7083808958,7.9,5,0
7083808959,5.8,1,2
7083808960,8.2,7,2
7083808961,4.7,9,1
7083808962,7.5,4,4
7083808963,5.7,8,3
7083808964,4.3,5,0
7083808965,8.0,5,-1
7083808966,7.9,8,2
7083808967,3.7,3,1
7083808968,4.7,7,0
7083808969,3.4,9,0
7083808970,9.8,6,-2
7083808971,3.4,5,1
7083808972,9.4,5,0
7083808973,3.8,9,3
7083808974,4.8,7,0
7083808975,8.1,5,3
7083808976,9.2,7,2
7083808977,6.8,7,3
7083808978,9.7,5,0
7083808979,5.9,1,3
7083808980,8.1,9,0
7083808981,5.3,8,3
7083808982,8.5,6,4
7083808983,6.2,3,3
7083808984,9.8,6,2
7083808985,7.2,4,0
7083808986,8.8,6,3
7083808987,5.4,5,2
7083808988,7.2,8,3
7083808989,4.8,2,0
7083808990,2.5,3,1
7083808991,6.2,2,3
7083808992,4.0,5,0
7083808993,10.2,5,3
7083808994,6.8,7,1
7083808995,4.2,5,0
7083808996,6.8,4,0
7083808997,4.8,2,2
7083808998,8.1,1,3
7083808999,2.3,3,3
7083809000,6.6,4,0
7083809001,8.9,2,0
7083809002,8.8,3,5
7083809003,5.2,5,1
7083809004,2.4,6,3
7083809005,7.8,5,1
7083809006,6.0,5,1
7083809007,8.7,6,1
7083809008,5.0,3,2
7083809009,8.8,5,0
7083809010,6.2,5,0
7083809011,8.7,5,1
7083809012,6.9,1,4
7083809013,6.2,5,1
7083809014,9.3,2,0
7083809015,10.5,4,2
7083809016,3.8,5,3
7083809017,9.8,5,3
7083809018,5.8,9,0
7083809019,7.6,3,3
7083809020,2.0,9,2
7083809021,7.3,6,-1
7083809022,8.9,1,-1
7083809023,7.2,8,1
7083809024,4.2,4,2
7083809025,7.2,4,2
7083809026,1.8,5,2
7083809027,3.4,6,2
7083809028,4.4,4,-1
7083809029,3.5,4,0
7083809030,3.5,6,1
7083809031,4.8,4,0
7083809032,2.2,2,-1
7083809033,5.3,6,0
7083809034,10.3,5,3
7083809035,2.0,5,2
7083809036,5.5,7,3
7083809037,9.4,7,-1
7083809038,3.5,10,-2
7083809039,9.1,5,3
7083809040,6.5,3,1
7083809041,9.4,9,1
7083809042,2.9,4,0
7083809043,5.9,6,2
7083809044,7.2,5,0
7083809045,8.8,6,0
7083809046,1.1,7,2
7083809047,3.5,7,0
7083809048,5.2,6,0
7083809049,1.2,3,1
7083809050,5.6,2,0
7083809051,6.8,5,1
7083809052,10.6,5,1
7083809053,4.8,5,2
7083809054,7.6,6,2
7083809055,6.4,5,3
7083809056,2.7,7,3
7083809057,7.8,7,2
7083809058,5.0,3,0
7083809059,2.7,1,0
7083809060,4.6,6,0
7083809061,4.2,5,3
7083809062,7.3,5,4
7083809063,8.0,5,0
7083809064,2.9,6,0
7083809065,6.5,5,2
7083809066,4.7,5,0
7083809067,4.3,5,1
7083809068,8.2,3,3
7083809069,10.3,7,0
7083809070,4.5,2,0
7083809071,9.8,4,3
7083809072,7.0,6,1
7083809073,4.2,6,1
7083809074,9.8,5,2
7083809075,5.5,5,2
7083809076,3.4,5,4
7083809077,9.4,4,1
7083809078,4.5,6,3
7083809079,7.0,10,-1
7083809080,9.8,6,1
7083809081,1.8,3,0
7083809082,3.3,4,2
7083809083,9.2,5,0
7083809084,6.3,7,0
7083809085,4.8,6,0
7083809086,3.0,4,4
7083809087,7.9,8,-1
7083809088,6.9,5,3
7083809089,8.4,6,1
7083809090,8.3,7,4
7083809091,8.3,7,3
7083809092,5.2,8,-1
7083809093,8.6,1,0
7083809094,8.6,5,2
7083809095,6.3,5,1
7083809096,5.3,5,-1
7083809097,9.2,7,0
7083809098,3.5,5,3
7083809099,9.1,4,0
7083809100,5.3,7,2
7083809101,2.7,6,4
7083809102,8.1,5,4
7083809103,5.3,6,2
7083809104,8.5,10,4
7083809105,11.2,8,1
7083809106,7.6,4,-1
7083809107,8.6,4,5
7083809108,8.2,8,4
7083809109,5.5,6,2
7083809110,7.0,3,4
7083809111,2.6,5,-2
7083809112,6.8,5,0
7083809113,4.7,8,0
7083809114,9.2,7,2
7083809115,6.5,3,0
7083809116,4.7,3,3
7083809117,3.4,7,-2
7083809118,8.2,9,0
7083809119,10.2,4,0
7083809120,3.6,6,-1
7083809121,6.7,7,2
7083809122,8.2,9,1
7083809123,8.1,5,1
7083809124,7.3,9,1
7083809125,10.0,6,2
7083809126,4.5,9,3
7083809127,6.8,1,1
7083809128,9.1,7,2
7083809129,7.3,5,0
7083809130,7.0,5,1
7083809131,8.1,5,1
7083809132,4.2,2,2
7083809133,4.5,6,4
7083809134,6.3,7,4
7083809135,4.0,5,1
7083809136,5.1,5,0
7083809137,11.3,5,2
7083809138,1.4,7,4
7083809139,3.0,4,3
7083809140,4.0,6,1
7083809141,2.7,6,0
7083809142,9.4,4,1
7083809143,5.7,2,4
7083809144,3.6,5,1
7083809145,3.5,7,3
7083809146,4.8,5,-1
7083809147,6.8,5,0
7083809148,4.4,7,1
7083809149,5.2,5,1
7083809150,5.2,2,0
7083809151,2.4,9,3
7083809152,5.4,6,-1
7083809153,8.0,2,4
7083809154,6.5,5,3
7083809155,3.6,6,1
7083809156,8.0,7,1
7083809157,7.5,6,-1
7083809158,4.5,7,3
7083809159,6.0,1,0
7083809160,7.3,7,1
7083809161,2.9,2,-1
7083809162,5.8,5,4
7083809163,7.0,8,3
7083809164,2.0,7,2
7083809165,6.8,5,-1
7083809166,5.0,4,4
7083809167,1.6,4,2
7083809168,6.8,2,0
7083809169,7.1,3,-1
7083809170,3.0,5,1
7083809171,4.8,3,2
7083809172,1.4,8,-1
7083809173,4.5,1,4
7083809174,5.6,3,0
7083809175,6.9,6,0
7083809176,5.5,6,0
7083809177,10.0,9,0
7083809178,8.0,3,3
7083809179,3.9,7,2
7083809180,7.0,3,1
7083809181,6.4,6,3
7083809182,3.9,2,1
7083809183,9.2,4,3
7083809184,7.4,4,3
7083809185,8.6,5,2
7083809186,6.0,8,0
7083809187,6.7,5,3
7083809188,6.7,3,0
7083809189,11.0,3,3
7083809190,2.5,3,2
7083809191,4.2,9,3
7083809192,9.1,7,1
7083809193,8.4,6,0
7083809194,5.2,5,-2
7083809195,3.8,6,3
7083809196,6.0,4,0
7083809197,4.4,5,1
7083809198,10.1,5,-1
7083809199,7.0,6,1
7083809200,8.2,8,1
7083809201,6.8,7,2
7083809202,7.8,4,0
7083809203,4.0,6,-1
7083809204,1.2,3,-1
7083809205,7.9,8,3
7083809206,6.8,6,4
7083809207,10.1,6,-1
7083809208,3.2,5,1
7083809209,1.4,8,3
7083809210,6.2,5,0
7083809211,5.3,2,0
7083809212,8.1,8,1
7083809213,5.1,5,3
7083809214,6.2,8,3
7083809215,7.1,6,0
7083809216,6.8,4,1
7083809217,8.0,9,1
7083809218,9.4,5,2
7083809219,2.4,5,0
7083809220,8.3,3,0
7083809221,6.5,7,0
7083809222,10.2,9,1
7083809223,11.3,2,4
7083809224,3.4,8,3
7083809225,6.8,7,5
7083809226,9.9,4,4
7083809227,3.0,5,2
7083809228,3.5,8,1
7083809229,4.2,7,1
7083809230,8.2,7,1
7083809231,6.8,8,0
7083809232,6.2,7,4
7083809233,8.6,6,3
7083809234,3.8,2,0
7083809235,5.8,8,0
7083809236,2.6,3,0
7083809237,6.3,6,2
7083809238,8.8,6,0
7083809239,7.5,2,2
7083809240,3.8,6,1
7083809241,3.6,8,-1
7083809242,5.4,6,2
7083809243,7.7,5,2
7083809244,2.6,2,0
7083809245,8.2,6,0
7083809246,6.8,3,5
7083809247,4.0,4,0
7083809248,8.7,5,2
7083809249,4.7,7,1
7083809250,10.9,1,1
7083809251,6.7,7,2
7083809252,6.2,7,3
7083809253,7.1,6,3
7083809254,3.6,6,4
7083809255,9.2,6,1
7083809256,3.5,6,1
7083809257,6.7,7,2
7083809258,9.7,7,0
7083809259,6.2,3,2
7083809260,7.8,7,0
7083809261,3.9,6,-1
7083809262,4.0,3,-2
7083809263,5.8,4,0
7083809264,5.5,9,2
7083809265,9.8,7,3
7083809266,8.3,8,4
7083809267,8.9,6,3
7083809268,7.9,4,0
7083809269,8.2,3,1
7083809270,5.6,4,0
7083809271,10.9,7,2
7083809272,1.9,2,1
7083809273,9.0,3,2
7083809274,9.0,7,3
7083809275,5.7,3,4
7083809276,7.0,9,3
7083809277,2.8,6,2
7083809278,5.1,5,3
7083809279,1.9,8,2
7083809280,7.8,6,2
7083809281,5.5,9,2
7083809282,7.5,8,0
7083809283,5.8,7,1
7083809284,3.7,4,3
7083809285,6.3,6,-1
7083809286,9.1,6,4
7083809287,4.8,4,2
7083809288,6.8,9,2
7083809289,6.5,7,2
7083809290,7.8,6,2
7083809291,6.4,9,-1
7083809292,7.3,6,2
7083809293,8.0,6,4
7083809294,7.0,8,2
7083809295,4.8,6,0
7083809296,5.5,9,0
7083809297,3.1,3,1
7083809298,9.3,4,0
7083809299,7.1,9,0
7083809300,3.5,4,0
7083809301,8.6,5,0
7083809302,1.2,5,1
7083809303,8.3,6,-1
7083809304,8.1,9,1
7083809305,5.5,3,1
7083809306,3.4,7,3
7083809307,6.2,7,2
7083809308,2.0,5,2
7083809309,5.2,5,4
7083809310,1.7,4,-1
7083809311,4.8,2,5
7083809312,2.7,9,-2
7083809313,5.0,7,0
7083809314,4.2,7,3
7083809315,6.3,7,0
7083809316,9.2,5,1
7083809317,7.7,5,2
7083809318,5.2,6,2
7083809319,3.9,5,0
7083809320,4.6,4,-1
7083809321,10.8,4,0
7083809322,6.7,6,1
7083809323,3.9,6,2
7083809324,10.7,6,1
7083809325,5.7,7,2
7083809326,6.9,7,3
7083809327,6.5,7,2
7083809328,5.2,6,0
7083809329,2.9,4,-1
7083809330,5.3,2,2
7083809331,7.7,4,2
7083809332,6.5,2,1
7083809333,5.1,3,3
7083809334,3.2,4,0
7083809335,6.4,4,3
7083809336,5.8,6,0
7083809337,4.5,3,2
7083809338,10.2,5,1
7083809339,7.7,6,-1
7083809340,3.2,6,1
7083809341,6.9,2,1
7083809342,7.8,4,1
7083809343,6.2,4,1
7083809344,9.8,4,1
7083809345,4.8,2,3
7083809346,5.9,7,1
7083809347,2.6,5,1
7083809348,6.3,5,2
7083809349,6.4,9,4
7083809350,3.8,8,2
7083809351,4.5,4,2
7083809352,9.8,4,0
7083809353,7.3,4,1
7083809354,7.5,10,-1
7083809355,8.9,7,4
7083809356,6.7,7,0
7083809357,7.2,5,2
7083809358,6.7,7,1
7083809359,4.7,5,1
7083809360,9.9,6,1
7083809361,4.2,7,2
7083809362,3.2,6,0
7083809363,4.6,5,3
7083809364,8.1,5,3
7083809365,6.3,5,4
7083809366,4.8,5,-1
7083809367,2.0,8,1
7083809368,8.7,4,2
7083809369,5.2,6,0
7083809370,5.8,2,2
7083809371,3.5,5,0
7083809372,8.4,9,1
7083809373,8.0,6,5
7083809374,8.6,1,1
7083809375,5.2,10,1
7083809376,2.6,5,1
7083809377,5.0,4,3
7083809378,1.9,7,0
7083809379,4.3,9,1
7083809380,5.3,6,1
7083809381,6.8,8,0
7083809382,8.9,4,1
7083809383,3.6,3,1
7083809384,6.8,6,1
7083809385,8.8,9,3
7083809386,4.9,9,0
7083809387,8.2,6,4
7083809388,6.1,4,0
7083809389,6.0,6,3
7083809390,7.4,5,2
7083809391,7.5,4,2
7083809392,9.2,8,2
7083809393,6.2,6,-1
7083809394,8.9,8,4
7083809395,5.8,3,2
7083809396,9.4,2,3
7083809397,8.1,9,0
7083809398,3.9,7,0
7083809399,3.9,9,2
7083809400,1.8,5,0
7083809401,6.2,5,4
7083809402,10.5,8,-2
7083809403,3.2,5,2
7083809404,2.4,7,4
7083809405,4.8,7,3
7083809406,7.5,3,3
7083809407,10.8,4,3
7083809408,8.6,5,0
7083809409,5.3,2,-1
7083809410,8.5,2,3
7083809411,7.7,4,1
7083809412,4.8,5,5
7083809413,2.5,5,1
7083809414,3.8,9,2
7083809415,10.9,4,0
7083809416,10.6,8,3
7083809417,3.1,4,2
7083809418,8.3,1,3
7083809419,5.7,7,5
7083809420,2.9,4,1
7083809421,5.5,4,0
7083809422,4.8,3,2
7083809423,6.3,7,2
7083809424,6.8,3,1
7083809425,10.1,8,3
7083809426,9.6,7,2
7083809427,8.1,3,0
7083809428,3.8,10,2
7083809429,6.3,4,2
7083809430,10.2,5,0
7083809431,2.5,4,0
7083809432,4.2,5,2
7083809433,8.7,6,2
7083809434,7.0,3,2
7083809435,6.9,8,3
7083809436,10.1,5,2
7083809437,8.3,3,0
7083809438,8.4,2,4
7083809439,9.6,4,1
7083809440,9.2,4,1
7083809441,5.9,5,-1
7083809442,2.4,5,0
7083809443,3.6,2,0
7083809444,10.8,3,3
7083809445,4.1,3,1
7083809446,5.8,4,-1
7083809447,6.8,7,-1
7083809448,5.8,6,0
7083809449,10.7,9,4
7083809450,5.2,8,3
7083809451,9.7,6,5
7083809452,5.3,8,4
7083809453,5.2,5,-1
7083809454,6.4,5,0
7083809455,2.5,4,0
7083809456,6.6,3,2
7083809457,5.1,5,1
7083809458,6.7,5,0
7083809459,9.9,8,2
7083809460,4.2,6,2
7083809461,2.9,7,1
7083809462,4.8,6,4
7083809463,7.5,6,0
7083809464,3.8,4,5
7083809465,5.6,3,0
7083809466,8.4,7,3
7083809467,6.0,5,3
7083809468,3.8,6,4
7083809469,4.7,5,2
7083809470,2.6,8,2
7083809471,8.0,2,0
7083809472,4.8,5,0
7083809473,10.7,6,5
7083809474,8.2,2,0
7083809475,9.9,3,3
7083809476,2.0,6,2
7083809477,7.7,8,1
7083809478,5.5,5,0
7083809479,7.8,6,0
7083809480,2.3,6,1
7083809481,6.2,4,2
7083809482,8.5,7,2
7083809483,8.9,5,-2
7083809484,9.8,2,3
7083809485,7.2,5,3
7083809486,8.2,7,1
7083809487,6.4,3,0
7083809488,10.5,5,0
7083809489,3.9,7,0
7083809490,7.0,6,0
7083809491,7.8,4,1
7083809492,9.4,4,0
7083809493,6.8,7,0
7083809494,5.3,5,5
7083809495,4.5,8,1
7083809496,3.5,3,2
7083809497,3.0,2,0
7083809498,3.0,8,0
7083809499,5.3,6,1
7083809500,5.8,6,3
7083809501,5.0,6,4
7083809502,5.2,4,2
7083809503,10.3,5,2
7083809504,10.6,8,5
7083809505,4.9,4,1
7083809506,5.7,3,1
7083809507,10.6,4,4
7083809508,3.9,4,2
7083809509,10.6,3,0
7083809510,5.2,1,1
7083809511,5.3,7,0
7083809512,9.2,1,1
7083809513,10.2,4,2
7083809514,7.5,5,1
7083809515,7.5,6,0
7083809516,3.6,5,2
7083809517,7.8,6,3
7083809518,3.4,8,1
7083809519,5.0,7,3
7083809520,8.4,7,1
7083809521,5.3,5,2
7083809522,6.6,9,1
7083809523,8.5,7,0
7083809524,9.1,7,3
7083809525,4.7,7,0
7083809526,4.5,4,2
7083809527,8.3,5,4
7083809528,7.3,7,0
7083809529,6.0,5,1
7083809530,4.9,2,5
7083809531,3.0,6,-2
7083809532,3.4,8,1
7083809533,5.7,2,1
7083809534,3.9,3,0
7083809535,5.7,6,0
7083809536,6.8,6,4
7083809537,9.2,4,3
7083809538,5.3,6,0
7083809539,10.9,4,0
7083809540,2.8,9,3
7083809541,4.3,6,2
7083809542,3.4,6,1
7083809543,9.1,1,1
7083809544,6.3,8,3
7083809545,3.0,7,1
7083809546,9.1,5,3
7083809547,7.4,6,1
7083809548,8.9,5,0
7083809549,7.0,4,2
7083809550,4.0,3,1
7083809551,9.1,1,-1
7083809552,5.0,7,-1
7083809553,3.2,7,4
7083809554,2.8,7,-1
7083809555,4.0,7,2
7083809556,4.8,5,0
7083809557,9.2,1,3
7083809558,4.8,3,-1
7083809559,7.8,7,1
7083809560,2.8,5,4
7083809561,3.6,5,0
7083809562,5.0,7,0
7083809563,7.5,8,0
7083809564,8.9,4,2
7083809565,9.5,3,4
7083809566,5.8,3,2
7083809567,4.0,7,3
7083809568,1.4,9,2
7083809569,7.8,3,3
7083809570,5.8,7,3
7083809571,4.6,5,-1
7083809572,10.2,4,0
7083809573,10.8,6,0
7083809574,8.1,3,0
7083809575,6.3,7,0
7083809576,5.5,5,1
7083809577,4.5,5,2
7083809578,4.2,5,0
7083809579,9.2,7,3
7083809580,1.9,2,1
7083809581,3.5,3,2
7083809582,3.3,4,1
7083809583,8.1,7,-1
7083809584,2.1,1,1
7083809585,8.0,9,0
7083809586,9.2,2,2
7083809587,7.7,5,0
7083809588,3.0,1,2
7083809589,6.5,2,2
7083809590,10.4,5,1
7083809591,2.0,2,1
7083809592,6.3,3,1
7083809593,4.2,1,2
7083809594,4.2,9,0
7083809595,2.0,7,0
7083809596,5.8,2,0
7083809597,8.7,7,-2
7083809598,4.5,7,1
7083809599,9.4,5,2
7083809600,4.5,6,0
7083809601,3.1,5,3
7083809602,5.1,5,2
7083809603,8.9,5,2
7083809604,3.5,8,0
7083809605,4.8,3,4
7083809606,8.0,7,1
7083809607,10.1,5,0
7083809608,2.4,7,4
7083809609,9.3,2,0
7083809610,8.2,9,0
7083809611,5.0,4,2
7083809612,5.0,7,1
7083809613,5.0,6,0
7083809614,2.8,4,3
7083809615,6.5,3,1
7083809616,9.0,7,0
7083809617,4.5,3,1
7083809618,4.2,7,0
7083809619,9.7,7,2
7083809620,5.5,8,2
7083809621,8.8,7,1
7083809622,7.2,5,0
7083809623,8.8,7,4
7083809624,2.8,5,1
7083809625,5.2,9,2
7083809626,3.2,5,1
7083809627,6.2,6,0
7083809628,3.8,3,0
7083809629,6.7,2,3
7083809630,7.7,6,0
7083809631,6.5,3,2
7083809632,7.0,3,1
7083809633,9.2,6,-1
7083809634,2.0,7,2
7083809635,4.8,9,-1
7083809636,9.0,5,1
7083809637,4.1,6,2
7083809638,4.6,2,1
7083809639,4.3,2,0
7083809640,2.7,2,0
7083809641,4.2,5,3
7083809642,7.0,6,1
7083809643,6.5,5,1
7083809644,2.6,4,-1
7083809645,8.4,1,1
7083809646,9.8,2,1
7083809647,7.8,3,3
7083809648,7.8,5,0
7083809649,9.2,5,1
7083809650,3.7,1,3
7083809651,5.3,1,5
7083809652,8.1,5,1
7083809653,8.4,4,3
7083809654,9.9,8,0
7083809655,4.5,4,0
7083809656,6.0,6,-2
7083809657,9.9,6,1
7083809658,5.2,6,-1
7083809659,9.3,4,0
7083809660,6.8,4,2
7083809661,6.0,2,2
7083809662,3.0,8,-1
7083809663,9.7,7,1
7083809664,2.1,5,-1
7083809665,4.7,4,0
7083809666,8.8,7,1
7083809667,8.8,4,3
7083809668,4.9,9,0
7083809669,4.0,6,4
7083809670,3.6,4,1
7083809671,9.7,6,-1
7083809672,9.0,4,1
7083809673,6.0,7,2
7083809674,5.4,7,1
7083809675,8.1,9,0
7083809676,4.7,4,0
7083809677,5.3,7,2
7083809678,7.5,4,4
7083809679,6.3,6,2
7083809680,3.1,7,3
7083809681,8.1,6,3
7083809682,8.2,6,1
7083809683,4.7,2,2
7083809684,8.2,5,2
7083809685,8.2,7,3
7083809686,9.3,2,-1
7083809687,3.3,3,0
7083809688,8.2,1,3
7083809689,7.0,7,0
7083809690,8.8,5,0
7083809691,5.6,3,0
7083809692,6.2,8,3
7083809693,9.3,8,3
7083809694,5.6,8,1
7083809695,10.0,7,2
7083809696,6.5,6,1
7083809697,4.5,8,2
7083809698,5.2,5,0
7083809699,7.7,5,3
7083809700,8.2,7,4
7083809701,10.1,4,1
7083809702,3.7,4,-1
7083809703,8.5,9,3
7083809704,4.1,5,4
7083809705,8.0,4,3
7083809706,9.6,4,4
7083809707,4.8,8,5
7083809708,9.3,3,-2
7083809709,7.3,8,4
7083809710,5.5,3,-1
7083809711,7.0,3,1
7083809712,4.0,1,-2
7083809713,6.8,1,1
7083809714,2.7,9,1
7083809715,8.6,6,0
7083809716,5.5,6,0
7083809717,2.4,6,-1
7083809718,6.3,9,1
7083809719,9.3,8,1
7083809720,7.7,3,3
7083809721,10.1,4,5
7083809722,6.2,1,-1
7083809723,8.2,8,3
7083809724,7.6,5,1
7083809725,5.8,4,3
7083809726,5.2,2,2
7083809727,3.7,8,4
7083809728,4.3,5,1
7083809729,8.0,3,-1
7083809730,6.7,3,1
7083809731,2.5,10,0
7083809732,8.0,5,-1
7083809733,6.8,4,1
7083809734,5.0,3,3
7083809735,9.7,5,2
