Paket_id,Vikt,Förtjänst,Deadline
1080941181,6.7,6,0
1080941182,6.0,3,2
1080941183,7.0,7,3
1080941184,5.2,8,3
1080941185,7.3,6,2
1080941186,3.1,7,0
1080941187,6.0,4,2
1080941188,2.5,7,1
1080941189,5.0,2,-1
1080941190,10.4,3,0
1080941191,6.5,4,1
1080941192,9.6,5,-1
1080941193,8.5,4,-1
1080941194,7.7,4,0
1080941195,9.1,8,3
1080941196,4.2,5,1
1080941197,7.6,5,2
1080941198,10.6,6,-2
1080941199,2.5,1,2
1080941200,3.7,4,0
1080941201,6.1,5,1
1080941202,8.4,7,4
1080941203,8.1,2,3
1080941204,4.7,7,0
1080941205,5.2,4,1
1080941206,9.2,6,0
1080941207,6.0,4,1
1080941208,10.1,4,-1
1080941209,4.0,5,3
1080941210,6.2,8,0
1080941211,5.0,2,1
1080941212,4.8,5,2
1080941213,9.8,4,2
1080941214,6.6,6,2
1080941215,8.1,2,2
1080941216,9.1,1,1
1080941217,2.5,5,-2
1080941218,3.0,3,1
1080941219,3.0,6,0
1080941220,7.3,9,2
1080941221,5.5,5,0
1080941222,4.5,2,5
1080941223,10.0,4,0
1080941224,4.3,3,2
1080941225,5.3,3,1
1080941226,3.8,4,1
1080941227,2.0,10,0
1080941228,7.8,7,1
1080941229,3.8,5,-1
1080941230,6.0,3,3
1080941231,4.9,7,4
1080941232,6.7,5,2
1080941233,4.8,8,1
1080941234,4.5,7,1
1080941235,8.4,9,2
1080941236,7.8,5,2
1080941237,2.6,8,3
1080941238,6.0,5,0
1080941239,4.0,6,1
1080941240,4.5,6,3
1080941241,8.8,6,0
1080941242,9.2,4,0
1080941243,7.6,4,3
1080941244,8.0,5,2
1080941245,5.2,6,0
1080941246,6.6,7,1
1080941247,7.0,6,2
1080941248,5.5,6,1
1080941249,5.0,8,4
1080941250,3.9,2,-1
1080941251,5.0,3,1
1080941252,9.1,5,4
1080941253,3.8,2,0
1080941254,8.0,4,0
1080941255,8.1,8,1
1080941256,6.2,3,3
1080941257,2.9,7,3
1080941258,5.8,7,0
1080941259,4.3,5,3
1080941260,7.8,9,1
1080941261,3.8,7,0
1080941262,6.9,5,4
1080941263,3.0,6,3
1080941264,6.8,5,2
1080941265,6.6,7,2
1080941266,4.0,8,1
1080941267,6.2,7,1
1080941268,8.0,5,0
1080941269,6.2,6,4
1080941270,10.3,5,3
1080941271,10.6,9,1
1080941272,8.8,6,3
1080941273,4.8,7,2
1080941274,9.4,2,4
1080941275,8.3,1,1
1080941276,6.4,5,0
1080941277,10.6,2,3
1080941278,10.8,4,0
1080941279,2.6,5,3
1080941280,6.6,6,1
1080941281,6.2,3,4
1080941282,3.5,2,3
1080941283,8.7,4,-1
1080941284,6.3,6,0
1080941285,6.8,8,2
1080941286,4.2,5,4
1080941287,7.5,7,3
1080941288,8.6,8,-1
1080941289,5.0,7,0
1080941290,3.8,2,1
1080941291,1.9,1,0
1080941292,9.0,8,0
1080941293,9.4,5,-1
1080941294,7.5,8,0
1080941295,6.7,5,2
1080941296,9.6,7,2
1080941297,4.8,2,0
1080941298,6.5,4,0
1080941299,4.1,8,0
1080941300,5.2,6,0
1080941301,8.3,6,2
1080941302,5.7,9,4
1080941303,4.3,7,0
1080941304,7.3,8,1
1080941305,8.8,3,3
1080941306,3.1,4,2
1080941307,5.5,5,1
1080941308,4.5,5,0
1080941309,7.8,9,0
1080941310,7.6,7,-2
1080941311,8.2,5,0
1080941312,7.2,3,3
1080941313,4.2,4,0
1080941314,8.0,5,2
1080941315,8.1,3,1
1080941316,2.4,2,1
1080941317,9.3,4,-1
1080941318,2.1,7,4
1080941319,9.0,7,0
1080941320,7.7,9,0
1080941321,5.8,6,0
1080941322,10.9,5,0
1080941323,8.3,6,0
1080941324,5.9,1,1
1080941325,7.8,7,2
1080941326,5.4,6,-1
1080941327,1.9,3,4
1080941328,9.0,8,3
1080941329,9.3,9,0
1080941330,8.4,9,4
1080941331,3.7,6,0
1080941332,8.5,6,3
1080941333,5.7,4,0
1080941334,3.2,3,1
1080941335,7.6,3,0
1080941336,5.3,5,0
1080941337,10.2,5,2
1080941338,8.3,6,3
1080941339,5.4,4,4
1080941340,5.5,5,1
1080941341,8.0,5,2
1080941342,1.8,8,1
1080941343,4.7,7,0
1080941344,3.6,4,0
1080941345,8.6,6,0
1080941346,11.0,5,3
1080941347,5.8,6,3
1080941348,5.0,5,4
1080941349,10.0,4,2
1080941350,3.2,2,2
1080941351,8.3,5,1
1080941352,5.0,7,0
1080941353,4.8,5,1
1080941354,8.0,6,4
1080941355,7.7,6,3
1080941356,6.0,5,0
1080941357,7.0,5,1
1080941358,1.6,2,2
1080941359,3.9,7,2
1080941360,8.7,1,4
1080941361,7.2,6,2
1080941362,8.8,3,-1
1080941363,3.6,3,2
1080941364,5.8,4,3
1080941365,7.1,4,0
1080941366,2.2,2,0
1080941367,2.4,2,1
1080941368,9.4,2,2
1080941369,5.7,9,4
1080941370,5.8,8,0
1080941371,5.4,2,2
1080941372,5.6,3,4
1080941373,3.2,5,3
1080941374,11.1,6,3
1080941375,5.1,6,2
1080941376,7.9,5,-1
1080941377,2.7,4,0
1080941378,5.8,8,3
1080941379,10.1,7,4
1080941380,3.9,3,0
1080941381,8.9,5,0
1080941382,6.8,5,-1
1080941383,2.6,5,0
1080941384,1.7,6,1
1080941385,7.8,5,0
1080941386,5.8,6,0
1080941387,7.7,3,2
1080941388,4.2,3,-1
1080941389,3.1,4,0
1080941390,8.2,1,0
1080941391,8.2,2,3
1080941392,7.5,5,3
1080941393,7.5,6,4
1080941394,1.8,7,2
1080941395,6.7,5,1
1080941396,5.6,6,0
1080941397,9.4,6,-1
1080941398,2.0,3,-1
1080941399,6.3,4,2
1080941400,6.9,6,2
1080941401,7.6,5,1
1080941402,5.5,2,0
1080941403,7.2,7,3
1080941404,6.3,8,-1
1080941405,3.0,5,4
1080941406,8.7,4,2
1080941407,7.7,5,2
1080941408,7.6,2,1
1080941409,7.2,6,4
1080941410,5.5,2,0
1080941411,6.5,2,2
1080941412,8.7,6,1
1080941413,5.0,5,3
1080941414,5.3,4,2
1080941415,9.1,4,3
1080941416,4.3,4,1
1080941417,5.9,5,-1
1080941418,2.5,1,-1
1080941419,10.3,3,1
1080941420,4.5,6,3
1080941421,3.8,4,2
1080941422,7.3,6,3
1080941423,4.7,7,3
1080941424,4.2,6,4
1080941425,4.5,6,3
1080941426,5.8,2,2
1080941427,4.9,3,1
1080941428,5.6,5,1
1080941429,6.3,3,-1
1080941430,5.3,6,1
1080941431,4.6,6,2
1080941432,8.7,5,1
1080941433,8.3,6,1
1080941434,9.2,7,1
1080941435,8.2,2,3
1080941436,9.8,7,2
1080941437,3.8,5,1
1080941438,5.7,5,-2
1080941439,8.7,8,3
1080941440,6.9,2,2
1080941441,4.0,7,1
1080941442,11.3,5,3
1080941443,5.2,7,0
1080941444,3.5,4,0
1080941445,4.8,6,2
1080941446,4.8,9,0
1080941447,5.8,6,0
1080941448,8.6,5,1
1080941449,6.2,3,3
1080941450,8.4,5,4
1080941451,4.3,3,2
1080941452,1.8,5,4
1080941453,1.4,6,1
1080941454,6.5,7,1
1080941455,3.9,5,2
1080941456,4.4,3,0
1080941457,5.0,2,1
1080941458,2.0,5,4
1080941459,6.0,6,0
1080941460,7.9,8,3
1080941461,2.7,5,1
1080941462,5.2,2,1
1080941463,10.0,1,0
1080941464,5.5,4,2
1080941465,4.7,8,3
1080941466,9.7,2,0
1080941467,6.3,6,-2
1080941468,6.7,8,-1
1080941469,3.0,1,2
1080941470,10.0,6,3
1080941471,5.0,7,0
1080941472,6.0,4,1
1080941473,3.7,3,0
1080941474,7.2,7,4
1080941475,4.2,7,4
1080941476,10.3,4,0
1080941477,6.7,4,4
1080941478,3.4,5,1
1080941479,3.8,6,3
1080941480,8.1,4,3
1080941481,7.0,7,1
1080941482,4.8,4,2
1080941483,2.4,1,2
1080941484,6.2,6,1
1080941485,3.6,4,2
1080941486,2.5,4,0
1080941487,5.7,7,0
1080941488,6.7,6,2
1080941489,7.4,1,-1
1080941490,8.7,3,4
1080941491,7.3,6,2
1080941492,8.8,4,2
1080941493,5.0,2,4
1080941494,9.6,4,1
1080941495,9.1,6,1
1080941496,2.1,8,1
1080941497,6.5,2,3
1080941498,4.5,7,1
1080941499,5.7,3,3
1080941500,5.5,9,-1
1080941501,9.2,6,-1
1080941502,4.3,5,1
1080941503,6.0,9,3
1080941504,5.9,3,1
1080941505,6.5,8,1
1080941506,5.7,5,1
1080941507,1.9,7,-1
1080941508,6.1,4,2
1080941509,5.5,6,2
1080941510,9.8,3,2
1080941511,3.2,3,3
1080941512,7.8,3,1
1080941513,5.7,7,4
1080941514,6.2,6,3
1080941515,2.6,5,0
1080941516,3.9,7,2
1080941517,7.8,5,2
1080941518,5.8,2,1
1080941519,5.3,5,0
1080941520,8.8,7,0
1080941521,8.5,8,1
1080941522,7.2,5,2
1080941523,7.6,3,0
1080941524,7.0,6,2
1080941525,8.9,7,1
1080941526,5.1,5,1
1080941527,8.8,8,0
1080941528,5.5,3,2
1080941529,5.5,9,3
1080941530,5.0,4,3
1080941531,4.1,1,4
1080941532,7.8,6,1
1080941533,3.7,8,3
1080941534,3.9,7,4
1080941535,6.2,7,1
1080941536,8.1,8,3
1080941537,4.5,3,3
1080941538,5.8,5,2
1080941539,4.2,7,2
1080941540,5.9,7,1
1080941541,10.6,5,1
1080941542,3.9,5,2
1080941543,2.7,5,2
1080941544,6.9,4,3
1080941545,4.1,4,2
1080941546,6.0,5,2
1080941547,8.0,6,2
1080941548,3.5,9,2
1080941549,5.0,2,4
1080941550,7.9,4,1
1080941551,8.9,3,1
1080941552,5.6,6,0
1080941553,8.3,6,3
1080941554,1.1,6,2
1080941555,7.4,2,-1
1080941556,8.4,6,1
1080941557,3.3,6,2
1080941558,3.4,6,0
1080941559,3.5,5,3
1080941560,3.3,7,0
1080941561,8.6,3,2
1080941562,5.8,4,0
1080941563,3.0,4,1
1080941564,5.1,6,1
1080941565,4.8,6,0
1080941566,3.6,7,0
1080941567,8.1,5,3
1080941568,10.3,6,4
1080941569,6.3,8,0
1080941570,7.8,7,0
1080941571,5.2,6,-1
1080941572,8.6,5,2
1080941573,9.1,8,-1
1080941574,2.6,5,4
1080941575,4.5,2,1
