Paket_id,Vikt,Förtjänst,Deadline
2241323426,0.3,4,2
2241323428,0.3,9,4
2241323431,1.1,7,-3
2241323433,5.9,2,8
2241323437,1.7,6,1
2241323439,11.6,5,1
2241323443,2.7,3,8
2241323444,8.7,5,4
2241323448,5.3,3,6
2241323450,2.8,1,9
2241323456,0.5,5,1
2241323462,1.8,3,5
2241323463,8.0,4,3
2241323468,2.3,1,8
2241323473,8.8,5,0
2241323479,3.8,3,5
2241323483,1.7,6,3
2241323489,6.4,4,7
2241323494,7.2,9,8
2241323498,2.6,8,3
2241323504,4.6,6,0
2241323508,3.0,6,2
2241323514,10.6,1,7
2241323518,3.7,9,4
2241323521,6.2,9,2
2241323523,11.6,1,9
2241323527,2.5,4,8
2241323528,1.0,3,7
2241323534,12.0,5,6
2241323540,10.5,5,-2
2241323541,1.5,4,7
2241323547,8.8,9,2
2241323549,6.3,4,3
2241323552,0.3,3,2
2241323557,2.8,4,8
2241323560,6.3,9,0
2241323561,2.2,1,4
2241323563,4.7,8,8
2241323568,2.0,4,0
2241323574,2.6,1,6
2241323577,2.1,4,3
2241323579,1.4,9,8
2241323581,8.3,5,1
2241323587,5.3,3,-2
2241323592,6.3,3,1
2241323598,9.1,7,-3
2241323603,6.8,8,1
2241323608,8.9,7,4
2241323613,1.7,9,7
2241323618,6.3,5,9
2241323623,10.5,5,0
2241323626,3.4,3,9
2241323629,5.3,5,9
2241323634,6.7,2,7
2241323638,11.4,8,6
2241323642,11.8,9,6
2241323648,2.5,6,8
2241323649,8.6,1,2
2241323651,3.0,5,8
2241323655,9.5,7,9
2241323658,9.7,1,3
2241323664,2.2,3,3
2241323670,10.6,6,7
2241323672,0.7,3,4
2241323673,4.8,1,5
2241323676,6.2,1,2
2241323681,9.2,4,9
2241323686,4.1,6,0
2241323691,0.9,6,6
2241323693,10.9,4,9
2241323695,0.5,3,9
2241323697,12.0,7,-3
2241323698,1.5,5,9
2241323702,10.4,4,7
2241323708,0.3,3,5
2241323710,6.5,9,1
2241323715,2.9,3,5
2241323716,0.6,9,7
2241323718,9.1,4,-5
2241323719,2.2,6,1
2241323720,4.1,3,9
2241323724,4.8,2,-2
2241323728,8.7,2,8
2241323729,1.3,3,2
2241323731,3.8,5,3
2241323734,3.8,7,9
2241323738,8.1,4,6
2241323740,2.9,1,5
2241323744,7.1,7,9
2241323748,1.9,3,9
2241323750,8.7,2,7
2241323754,2.3,5,3
2241323756,7.0,1,5
2241323758,5.2,5,0
2241323762,8.7,7,0
2241323768,6.4,4,7
2241323772,5.5,7,5
2241323773,5.6,6,0
2241323778,2.5,5,1
2241323781,2.0,6,1
2241323782,1.1,4,9
2241323788,1.4,5,8
2241323794,9.0,1,1
2241323797,4.0,6,9
2241323800,9.2,9,-4
2241323806,3.9,8,0
2241323809,3.7,8,8
2241323810,2.9,3,8
2241323812,1.5,5,8
2241323815,10.6,4,4
2241323816,8.8,6,-4
2241323820,0.2,6,5
2241323823,8.2,1,8
2241323826,0.7,4,5
2241323831,5.4,6,5
2241323836,1.4,5,6
2241323837,3.3,4,6
2241323843,4.2,3,2
2241323845,9.8,5,2
2241323848,6.1,9,9
2241323852,7.1,1,2
2241323858,6.6,2,7
2241323860,9.9,4,0
2241323866,5.1,8,5
2241323867,3.3,6,1
2241323870,5.0,9,7
2241323874,8.6,7,4
2241323876,10.6,8,5
2241323881,0.3,8,6
2241323887,0.8,8,1
2241323888,10.7,4,1
2241323892,4.2,9,0
2241323897,6.2,1,5
2241323899,10.5,4,0
2241323905,2.0,3,4
2241323906,5.0,1,7
2241323909,9.2,8,-2
2241323915,1.2,3,5
2241323920,1.1,3,-5
2241323922,1.4,4,8
2241323923,4.7,2,4
2241323926,0.9,6,3
2241323931,2.8,8,6
2241323937,2.7,6,0
2241323943,3.1,3,1
2241323946,1.7,6,5
2241323947,0.3,3,5
2241323951,9.8,9,2
2241323953,0.9,5,5
2241323957,11.8,2,6
2241323961,1.2,6,4
2241323962,0.9,4,6
2241323965,2.3,5,1
2241323971,3.2,8,8
2241323973,7.9,4,6
2241323974,9.5,3,-3
2241323980,2.2,5,6
2241323985,3.6,5,4
2241323990,3.3,9,6
2241323991,6.5,5,-4
2241323993,5.1,1,9
2241323994,1.0,5,8
2241323997,10.7,8,8
2241324002,2.5,5,5
2241324005,1.1,4,4
2241324008,2.4,3,6
2241324012,1.1,4,7
2241324017,8.8,4,5
2241324020,5.7,6,8
2241324022,9.7,2,5
2241324025,0.7,6,3
2241324031,1.3,5,9
2241324033,1.1,6,3
2241324039,0.7,5,1
2241324045,0.7,4,8
2241324047,9.3,5,0
2241324050,8.2,9,2
2241324055,1.1,1,9
2241324059,1.8,4,4
2241324062,8.2,9,-4
2241324064,6.0,6,6
2241324070,2.3,8,9
2241324071,2.4,3,9
2241324073,8.8,3,4
2241324077,1.3,4,4
2241324082,1.2,6,5
2241324084,0.4,4,5
2241324085,9.2,4,5
2241324089,0.4,5,6
2241324092,0.1,6,2
2241324093,1.6,3,3
2241324094,8.9,8,2
2241324098,1.8,2,9
2241324101,2.2,4,3
2241324105,9.4,4,1
2241324110,1.9,6,2
2241324116,0.7,5,4
2241324118,8.2,6,5
2241324124,2.5,3,3
2241324128,5.8,1,-1
2241324134,11.6,8,4
2241324139,2.4,9,2
2241324142,1.3,4,-3
2241324145,2.6,6,8
2241324151,9.6,4,9
2241324153,2.6,6,1
2241324154,8.9,5,4
2241324157,7.9,1,2
2241324163,0.3,8,0
2241324164,0.5,4,6
2241324166,5.4,2,2
2241324168,6.3,3,8
2241324173,2.4,8,6
2241324179,2.3,6,9
2241324180,8.7,1,8
2241324186,4.2,5,6
2241324187,1.8,4,2
2241324188,9.5,8,0
2241324191,7.6,2,9
2241324195,2.1,7,-5
2241324198,6.6,6,2
2241324199,2.7,5,6
2241324204,7.1,2,5
2241324208,1.6,4,7
2241324209,5.4,4,6
2241324215,5.1,7,0
2241324216,9.7,5,9
2241324217,1.3,5,9
2241324223,1.3,6,1
2241324228,3.0,9,2
2241324234,7.8,7,1
2241324236,11.2,7,0
2241324239,9.2,9,2
2241324245,3.3,6,3
2241324249,1.8,6,-1
2241324251,0.8,9,2
2241324256,1.5,4,6
2241324261,4.4,6,3
2241324265,0.9,2,2
2241324269,6.8,7,4
2241324270,0.9,5,6
2241324275,3.4,9,1
2241324278,1.8,5,4
2241324282,7.3,8,3
2241324288,1.0,4,2
2241324292,2.0,4,7
2241324296,2.9,5,3
2241324298,8.3,5,4
2241324301,3.0,6,6
2241324302,1.7,9,-1
2241324306,5.9,2,2
2241324310,7.9,6,2
2241324312,1.3,3,5
2241324315,4.7,8,5
2241324318,1.8,5,2
2241324324,2.1,6,9
2241324327,11.6,8,8
2241324333,11.9,5,7
2241324339,6.1,8,9
2241324342,1.5,6,1
2241324343,11.5,7,6
2241324349,4.0,4,8
2241324350,7.5,3,4
2241324352,10.7,2,4
2241324358,2.6,9,3
2241324359,0.7,6,4
2241324361,0.3,6,7
2241324366,1.6,5,2
2241324372,4.4,7,1
2241324373,1.7,5,0
2241324378,3.9,5,2
2241324382,0.4,4,3
2241324384,2.6,5,7
2241324390,0.6,6,4
2241324394,7.6,6,1
2241324397,2.2,1,7
2241324400,2.7,3,8
2241324405,7.9,9,1
2241324410,4.8,5,0
2241324415,11.9,4,2
2241324419,0.8,6,8
2241324422,11.8,4,7
2241324424,6.3,7,8
2241324430,1.5,6,7
2241324432,5.6,3,1
2241324433,10.9,4,8
2241324438,4.0,2,-4
2241324443,9.5,8,6
2241324449,0.9,5,4
2241324452,2.8,7,-4
2241324456,10.9,4,0
2241324458,1.5,5,3
2241324459,7.6,2,1
2241324463,0.8,8,8
2241324468,12.0,3,5
2241324469,0.2,3,3
2241324470,2.0,4,1
2241324473,8.7,3,5
2241324478,6.6,1,0
2241324481,4.7,7,1
2241324486,4.7,3,6
2241324492,9.4,9,7
2241324497,6.1,1,6
2241324500,12.0,5,9
2241324505,4.4,1,0
2241324510,1.2,5,2
2241324515,11.6,5,5
2241324518,5.0,1,4
2241324524,1.5,3,3
2241324525,3.9,1,1
2241324526,1.4,3,5
2241324529,2.6,4,2
2241324534,0.7,3,9
2241324540,0.4,3,4
2241324541,5.3,2,3
2241324542,2.3,4,8
2241324548,0.1,2,1
2241324554,11.7,2,-1
2241324558,5.4,5,7
2241324563,3.1,4,8
2241324567,1.9,3,5
2241324573,1.2,3,7
2241324578,5.8,4,9
2241324581,11.2,7,1
2241324587,0.8,5,9
2241324591,2.4,5,8
2241324597,1.6,5,2
2241324603,10.2,6,-3
2241324608,2.8,6,9
2241324610,1.1,9,3
2241324613,6.4,1,0
2241324618,2.0,6,7
2241324621,3.6,6,8
2241324623,6.8,9,-4
2241324629,0.2,6,5
2241324632,0.3,5,8
2241324637,1.3,4,1
2241324643,3.7,2,0
2241324645,10.9,9,3
2241324648,7.5,4,8
2241324654,11.2,3,3
2241324658,3.2,8,8
2241324661,1.1,3,5
2241324662,1.4,3,9
2241324667,11.9,2,1
2241324673,6.8,9,6
2241324674,8.1,1,7
2241324678,10.5,4,2
2241324680,0.5,6,4
2241324686,11.3,4,-4
2241324692,1.9,5,2
2241324698,3.8,4,1
2241324700,0.6,8,1
2241324706,2.4,4,5
2241324710,9.8,8,9
2241324713,9.5,1,7
2241324718,11.3,5,8
2241324722,9.3,8,9
2241324728,2.2,8,-4
2241324731,0.2,5,7
2241324736,6.0,4,6
2241324738,1.2,4,5
2241324744,3.8,5,2
2241324746,2.1,4,7
2241324751,11.5,9,6
2241324756,2.3,1,1
2241324757,1.0,3,4
2241324759,1.7,3,4
2241324764,6.7,5,1
2241324767,7.0,6,3
2241324772,1.3,6,4
2241324777,1.3,3,1
2241324778,3.4,6,7
2241324781,2.3,1,5
2241324785,1.6,8,7
2241324789,5.4,1,7
2241324791,0.6,8,5
2241324795,0.8,4,0
2241324798,2.7,7,5
2241324801,3.8,1,9
2241324804,11.6,5,8
2241324810,11.6,8,2
2241324811,5.1,2,3
2241324815,8.2,6,0
2241324818,1.4,4,0
2241324824,4.8,4,3
2241324828,2.3,2,6
2241324832,0.8,5,4
2241324834,0.3,3,7
2241324839,9.9,2,4
2241324841,2.5,6,1
2241324843,5.5,8,0
2241324849,9.6,7,2
2241324851,2.0,7,6
2241324855,10.1,2,4
2241324857,11.0,4,6
2241324859,6.5,7,2
2241324864,2.9,4,3
2241324866,0.4,4,1
2241324870,9.4,3,3
2241324874,9.8,2,4
2241324878,3.1,4,4
2241324884,6.5,7,7
2241324888,0.8,5,5
2241324891,0.5,3,4
2241324894,2.9,1,5
2241324896,6.0,9,5
2241324898,0.6,5,1
2241324899,10.3,5,4
2241324904,4.8,5,8
2241324905,0.4,6,5
2241324909,10.4,9,4
2241324915,0.6,5,9
2241324918,2.3,6,4
2241324919,2.9,6,0
2241324921,3.5,8,0
2241324923,8.6,1,9
2241324927,1.7,4,2
2241324928,4.5,2,0
2241324930,10.6,8,-4
2241324933,2.2,1,9
2241324938,0.4,4,4
2241324939,10.2,9,0
2241324944,0.5,7,2
2241324949,4.0,3,0
2241324950,4.8,3,7
2241324953,6.6,6,6
2241324955,6.4,6,9
2241324957,4.1,4,0
2241324959,1.9,3,2
2241324962,5.4,8,9
2241324967,1.4,6,7
2241324969,2.2,4,4
2241324973,7.6,2,4
2241324974,0.7,6,1
2241324978,8.9,4,3
2241324981,4.5,1,4
2241324986,6.1,3,2
2241324987,3.0,1,5
2241324990,8.5,3,9
2241324992,1.1,4,1
2241324993,9.7,9,0
2241324996,0.7,6,3
2241325001,7.7,7,-5
2241325002,2.1,4,3
2241325006,9.7,1,1
2241325009,6.1,9,7
2241325012,0.9,5,3
2241325017,7.0,8,-1
2241325022,1.0,2,3
2241325026,6.4,5,4
2241325029,4.5,1,9
2241325031,0.7,4,9
2241325037,8.6,1,9
2241325039,0.9,3,1
2241325045,8.1,2,7
2241325047,8.8,7,8
2241325048,2.2,4,3
2241325051,0.7,6,8
2241325054,4.6,7,5
2241325055,2.2,6,9
2241325058,11.8,8,-2
2241325062,7.7,8,4
2241325065,3.1,5,8
2241325069,7.9,8,0
2241325074,1.6,5,5
2241325080,1.9,9,1
2241325084,4.5,4,0
2241325089,12.0,2,1
2241325094,1.6,4,7
2241325095,3.5,1,3
2241325101,2.0,1,6
2241325107,2.4,2,6
2241325113,2.1,6,3
2241325118,2.0,3,2
2241325123,2.0,6,2
2241325129,2.0,1,-2
2241325133,8.9,1,6
2241325139,1.6,6,8
2241325140,9.1,6,3
2241325146,4.7,4,6
2241325147,1.0,3,9
2241325149,1.1,1,1
2241325154,8.8,3,4
2241325160,0.3,3,5
2241325166,6.9,5,2
2241325172,2.9,4,9
2241325175,4.1,9,9
2241325180,3.9,7,4
2241325183,4.0,5,4
2241325188,7.8,1,6
2241325191,2.8,4,6
2241325192,3.2,1,1
2241325195,1.7,6,0
2241325201,5.4,1,7
2241325205,2.2,7,8
2241325206,8.8,7,7
2241325210,2.0,3,1
2241325215,2.8,1,7
2241325217,8.6,7,1
2241325223,9.4,4,4
2241325227,0.7,7,6
2241325232,1.1,6,4
2241325234,1.4,4,4
2241325237,1.0,3,1
2241325240,10.6,4,-5
2241325243,2.6,6,4
2241325245,0.3,4,2
2241325250,1.5,4,0
2241325256,0.3,3,3
2241325259,1.3,1,1
2241325264,2.0,4,8
2241325268,3.3,8,0
2241325271,11.1,2,2
2241325274,1.2,6,2
2241325279,4.3,7,3
2241325282,1.5,4,0
2241325285,10.2,5,8
2241325286,0.6,3,6
2241325288,5.4,3,0
2241325292,2.8,3,6
2241325293,4.5,2,9
2241325294,1.7,6,6
2241325297,2.0,4,6
2241325302,2.6,3,2
2241325306,1.1,8,6
2241325309,11.0,4,5
2241325311,3.0,3,2
2241325314,0.3,3,7
2241325318,11.4,1,6
2241325320,5.0,9,2
2241325325,4.4,6,9
2241325331,1.9,3,2
2241325333,11.8,1,-4
2241325335,2.2,4,1
2241325338,0.6,5,5
2241325339,4.2,7,-4
2241325343,1.6,6,0
2241325348,3.1,6,5
2241325352,0.9,5,2
2241325356,2.9,4,9
2241325359,5.8,6,8
2241325361,2.4,6,9
2241325367,3.8,9,5
2241325369,0.6,5,7
2241325370,6.0,8,9
2241325372,8.3,4,7
2241325374,5.9,6,9
2241325378,7.3,5,-1
2241325380,1.9,5,6
2241325382,11.9,4,6
2241325388,9.8,4,5
2241325393,10.8,8,3
2241325397,10.5,8,0
2241325398,7.4,2,2
2241325400,7.5,9,4
2241325402,1.1,6,2
2241325408,4.4,9,9
2241325411,11.3,6,-4
2241325417,6.7,1,9
2241325418,6.7,2,1
2241325424,2.7,6,4
2241325428,8.3,7,-3
2241325429,2.7,6,4
2241325433,3.3,5,3
2241325438,6.7,9,4
2241325444,2.9,5,1
2241325446,10.6,7,1
2241325448,10.9,5,5
2241325452,3.7,9,2
2241325454,9.0,4,2
2241325459,3.0,1,4
2241325460,2.1,7,6
2241325465,3.4,7,3
2241325467,0.4,6,5
2241325473,1.0,3,3
2241325476,8.2,1,1
2241325480,2.6,5,9
2241325483,2.5,6,1
2241325487,0.2,5,5
2241325492,0.7,7,9
2241325496,10.4,9,1
2241325500,9.4,1,0
2241325502,1.8,6,5
2241325508,11.3,3,5
2241325514,5.0,3,5
2241325515,3.7,4,8
2241325518,3.0,4,8
2241325521,0.4,6,9
2241325523,1.7,3,3
2241325529,6.2,3,1
2241325535,0.8,4,9
2241325537,6.9,4,2
2241325541,9.9,7,5
2241325544,0.6,5,1
2241325549,1.9,5,3
2241325554,0.3,4,8
2241325556,0.4,5,8
2241325558,3.7,7,1
2241325560,10.8,2,7
2241325565,8.4,2,6
2241325571,0.3,5,2
2241325577,7.1,8,9
2241325582,6.4,1,6
2241325586,10.7,9,3
2241325587,2.6,6,5
2241325588,10.9,1,0
2241325589,10.7,9,0
2241325595,9.4,2,7
2241325598,0.9,4,0
2241325600,1.4,5,8
2241325602,9.2,8,2
2241325607,1.9,6,7
2241325611,8.3,6,2
2241325617,4.4,8,5
2241325618,2.9,6,2
2241325624,8.8,3,2
2241325630,8.2,3,8
2241325632,11.0,7,9
2241325637,2.3,4,2
2241325643,7.5,9,0
2241325649,2.6,2,-1
2241325654,10.3,3,8
2241325660,7.9,1,3
2241325661,1.2,2,4
2241325662,9.3,7,5
2241325663,10.3,6,9
2241325669,8.5,6,9
2241325674,2.4,4,7
2241325676,2.2,3,8
2241325677,0.3,9,7
2241325682,2.9,3,0
2241325684,7.9,4,2
2241325685,0.4,7,0
2241325690,2.2,5,0
2241325695,2.3,3,7
2241325700,2.1,5,5
2241325701,2.9,4,8
2241325706,2.3,5,1
2241325707,1.5,5,4
2241325712,3.3,4,3
2241325714,2.0,6,4
2241325715,5.6,7,0
2241325716,5.0,5,1
2241325722,1.2,6,3
2241325727,2.5,6,0
2241325729,2.5,4,8
2241325731,5.2,4,9
2241325732,1.7,6,7
2241325734,2.7,5,7
2241325738,11.1,8,8
2241325744,10.3,9,9
2241325745,2.0,5,3
2241325746,1.5,3,4
2241325747,4.6,3,7
2241325748,1.1,4,3
2241325751,8.6,9,5
2241325757,2.3,3,7
2241325762,0.9,5,8
2241325764,2.0,3,8
2241325768,10.1,5,3
2241325770,1.9,2,2
2241325775,5.5,7,2
2241325778,10.1,7,8
2241325784,7.5,3,3
2241325787,10.2,5,-4
2241325788,1.4,6,1
2241325789,3.9,4,4
2241325791,0.3,6,0
2241325793,7.2,6,1
2241325799,0.5,5,8
2241325803,11.1,9,2
2241325809,10.0,8,9
2241325810,2.4,3,9
2241325816,1.1,6,9
2241325821,3.8,1,8
2241325827,0.8,4,2
2241325830,9.0,2,-1
2241325836,2.8,7,7
2241325838,1.1,4,8
2241325843,3.0,2,4
2241325845,1.1,1,2
2241325847,6.1,6,3
2241325852,1.0,5,5
2241325855,0.4,6,1
2241325859,7.7,1,-3
2241325860,2.6,6,7
2241325862,2.8,7,7
2241325864,2.7,6,9
2241325870,0.9,3,5
2241325873,1.2,9,2
2241325874,6.6,1,2
2241325875,2.2,6,1
2241325880,6.4,5,3
2241325883,2.9,1,1
2241325889,9.3,4,0
2241325894,1.8,5,6
2241325896,0.9,4,7
2241325898,4.0,6,2
2241325899,0.1,6,5
2241325905,2.1,5,3
2241325906,6.8,3,9
2241325907,4.7,3,3
2241325912,1.7,6,1
2241325914,6.0,6,1
2241325919,1.4,5,6
2241325920,5.1,1,4
2241325924,11.4,1,1
2241325925,2.6,4,8
2241325929,10.7,4,2
2241325933,1.1,9,0
2241325937,11.8,9,1
2241325943,7.5,3,6
2241325948,9.6,6,6
2241325949,2.1,1,8
2241325953,2.2,5,4
2241325956,5.5,5,8
2241325961,10.3,1,1
2241325967,5.8,6,5
2241325969,3.7,4,1
2241325972,4.0,4,2
2241325977,1.6,6,1
2241325983,7.3,3,8
2241325986,0.5,3,1
2241325988,1.8,5,5
2241325990,10.6,9,7
2241325992,7.2,9,9
2241325995,5.2,3,7
2241326001,2.2,6,0
2241326002,10.2,4,6
2241326006,0.9,6,8
2241326008,1.5,7,7
2241326013,6.3,6,5
2241326018,1.8,1,-2
2241326024,5.7,6,4
2241326027,0.6,6,9
2241326033,1.4,6,9
2241326038,2.5,4,9
2241326043,6.0,6,6
2241326044,2.9,7,8
2241326048,6.8,7,7
2241326053,2.5,6,9
2241326054,1.9,4,3
2241326060,2.7,1,4
2241326066,9.9,4,6
2241326072,0.5,3,8
2241326075,1.8,6,9
2241326080,0.3,3,6
2241326083,6.7,2,7
2241326089,9.5,3,5
2241326094,0.2,6,9
2241326098,0.8,5,5
2241326099,1.2,3,6
2241326103,5.5,8,2
2241326109,11.2,2,8
2241326111,4.6,4,7
2241326113,1.6,6,8
2241326119,1.7,7,5
2241326121,8.4,9,0
2241326123,1.2,6,2
2241326125,2.1,6,8
2241326130,4.8,2,6
2241326131,4.5,7,4
2241326134,7.7,5,7
2241326137,0.3,4,1
2241326138,4.9,1,2
2241326142,11.9,8,4
2241326147,5.4,2,6
2241326152,2.8,4,8
2241326156,11.8,1,5
2241326157,7.5,8,4
2241326160,11.6,8,-3
2241326165,3.7,2,9
2241326166,1.6,3,1
2241326170,10.7,6,6
2241326171,7.4,4,2
2241326173,1.5,5,-4
2241326179,6.8,4,5
2241326184,4.8,4,0
2241326190,1.9,3,0
2241326193,9.0,6,5
2241326195,4.2,2,-3
2241326198,2.3,7,4
2241326200,1.0,4,8
2241326202,1.4,4,0
2241326203,0.1,6,2
2241326208,11.0,4,-3
2241326212,10.6,2,9
2241326214,0.2,6,5
2241326217,11.9,6,-1
2241326221,0.9,4,8
2241326224,2.3,5,8
2241326226,1.7,4,1
2241326231,6.3,1,8
2241326232,1.0,6,0
2241326233,6.7,9,3
2241326235,1.8,3,7
2241326241,1.6,9,1
2241326246,0.4,3,5
2241326250,2.3,3,0
2241326255,4.1,5,8
2241326256,1.5,5,2
2241326258,8.1,5,1
2241326260,2.5,6,8
2241326262,2.8,3,5
2241326267,9.4,2,7
2241326269,2.3,1,5
2241326272,2.5,6,9
2241326278,8.2,5,3
2241326283,1.2,2,0
2241326288,9.1,3,6
2241326291,3.5,9,4
2241326297,10.9,2,2
2241326299,2.2,3,3
2241326305,6.6,2,-2
2241326311,1.8,3,8
2241326315,9.6,7,7
2241326316,1.9,4,6
2241326320,8.9,2,5
2241326325,9.5,4,1
2241326327,7.0,6,4
2241326331,7.2,1,-2
2241326336,8.1,4,9
2241326340,2.2,6,1
2241326341,8.5,4,8
2241326345,2.0,4,3
2241326349,5.5,9,9
2241326351,8.4,8,1
2241326354,9.6,2,8
2241326360,1.9,6,6
2241326363,10.9,6,1
2241326365,1.7,4,9
2241326366,1.1,2,9
2241326369,7.6,9,5
2241326372,2.2,6,2
2241326374,2.1,5,8
2241326380,0.2,5,6
2241326381,1.3,7,5
2241326386,1.7,8,2
2241326389,5.0,2,9
2241326395,8.0,1,7
2241326401,9.8,9,2
2241326403,1.3,4,8
2241326406,3.6,5,4
2241326412,1.2,3,8
2241326416,8.7,1,4
2241326419,2.2,4,-1
2241326425,1.7,4,4
2241326431,1.9,9,-3
2241326433,2.1,4,8
2241326437,0.2,4,9
2241326438,3.4,9,8
2241326443,2.6,6,7
2241326444,2.1,3,6
2241326449,0.8,3,8
2241326452,2.8,4,2
2241326458,1.4,5,4
2241326459,1.4,5,4
2241326465,1.4,3,7
2241326470,1.1,3,3
2241326471,6.8,8,8
2241326472,1.7,5,8
2241326473,11.9,1,-3
2241326479,9.2,2,6
2241326484,0.8,5,9
2241326486,2.3,1,6
2241326488,11.3,7,7
2241326492,11.0,6,3
2241326496,0.6,6,3
2241326501,1.2,9,3
2241326506,10.7,7,4
2241326510,3.8,3,3
2241326516,4.7,8,2
2241326518,10.4,7,0
2241326524,8.5,8,7
2241326526,1.6,3,0
2241326529,1.4,5,0
2241326531,7.3,3,6
2241326536,0.4,5,6
2241326541,9.3,5,9
2241326542,2.1,6,6
2241326547,0.1,2,6
2241326550,9.6,5,3
2241326554,2.6,3,1
2241326557,0.5,3,2
2241326559,10.9,1,6
2241326560,2.2,3,4
2241326564,2.3,5,4
2241326569,8.0,9,6
2241326573,9.1,3,0
2241326574,6.7,6,-2
2241326580,6.8,4,5
2241326582,11.5,2,4
2241326585,10.9,1,6
2241326586,9.0,6,4
2241326587,11.7,4,6
2241326589,2.7,3,1
2241326595,0.7,5,0
2241326601,10.0,6,9
2241326605,1.6,5,8
2241326608,9.5,3,3
2241326614,6.6,8,2
2241326619,6.6,9,3
2241326623,1.2,5,9
2241326626,4.9,8,6
2241326632,1.3,4,4
2241326638,1.2,2,1
2241326642,11.0,8,9
2241326648,1.4,5,1
2241326652,8.7,1,4
2241326655,3.6,4,8
2241326656,5.5,5,6
2241326662,0.1,5,9
2241326667,8.2,4,5
2241326671,5.1,9,0
2241326674,5.5,9,4
2241326680,2.4,5,0
2241326683,3.5,1,7
2241326688,6.3,8,0
2241326689,2.0,5,8
2241326695,1.6,5,7
2241326699,6.3,5,4
2241326705,10.5,8,-1
2241326709,6.5,7,6
2241326712,0.8,9,5
2241326716,1.7,4,8
2241326718,0.2,4,0
2241326719,10.6,5,3
2241326725,11.7,7,7
2241326730,9.6,5,-3
2241326736,3.1,1,8
2241326738,8.5,1,5
2241326742,0.8,8,9
2241326744,5.1,8,7
2241326748,11.2,6,5
2241326750,2.2,4,9
2241326751,5.3,6,1
2241326752,7.6,2,5
2241326753,6.1,9,3
2241326754,3.6,1,6
2241326759,7.2,8,8
2241326761,1.6,5,5
2241326766,4.3,3,7
2241326772,2.0,6,5
2241326777,2.3,4,9
2241326781,1.8,3,4
2241326783,4.8,6,0
2241326787,0.7,3,3
2241326789,4.8,9,5
2241326794,2.5,5,1
2241326800,8.9,6,2
2241326802,0.9,4,4
2241326806,11.2,2,7
2241326811,2.2,6,2
2241326812,2.0,5,4
2241326817,7.8,2,3
2241326823,1.1,3,1
2241326827,2.1,6,3
2241326831,11.9,3,5
2241326835,1.8,4,8
2241326839,1.3,3,1
2241326842,2.0,4,4
2241326846,2.6,2,0
2241326851,0.2,4,7
2241326854,8.7,1,0
2241326860,11.2,5,4
2241326864,2.4,6,6
2241326866,0.1,5,3
2241326869,3.3,2,7
2241326874,3.0,8,2
2241326876,0.2,3,8
2241326877,1.0,6,0
2241326878,10.3,5,-3
2241326882,1.1,6,7
2241326888,5.8,5,9
2241326894,10.4,3,1
2241326898,2.7,4,0
2241326903,2.9,2,-1
